Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
ADCY9	8.20986	7.25757	7.05411	6.86689	9.35921	9.47475	8.3722	6.27646
ADCYAP1	1.71897	0.88067	1.19166	0.505912	0.833185	0.608966	0.830479	0.566856
ADCYAP1R1	0	0	0	0.00731109	0.0141965	0	0	0
ADD1	51.5588	58.5963	52.1434	51.4132	52.8862	56.816	55.0597	50.1967
ADD2	1.06158	1.15586	0.830232	1.02263	1.27982	1.24635	0.969524	1.15322
ADD3	19.1028	16.6221	15.8217	14.9479	15.8957	13.2811	14.3039	11.8151
ADGB	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0
ADH1C	0.0643197	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0
ADH5	23.1835	18.6604	27.7405	26.9166	19.2133	20.7163	20.0726	26.5106
ADH6	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0
ADHFE1	0.28826	0.22985	0.101923	0.217668	0.39608	0.09198	0.214385	0.172463
ADI1	55.1958	62.154	58.226	57.8515	54.4111	63.5842	63.9817	78.6531
ADIG	0	0	0	0	0	0	0.0823574	0
ADIPOQ	0	0	0	0	0	0	0.0102623	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0
ADIPOR1	97.2385	115.778	108.172	105.675	114.597	118.147	125.135	133.14
ADIPOR2	42.9034	40.7339	40.6664	36.7226	37.9595	37.3865	38.1654	38.7306
ADIRF	0	0	0	0	0	0	0	0
ADK	6.5337	5.92654	5.86517	5.88015	6.70106	6.64955	6.35134	9.22146
ADM	3.57429	7.93825	3.44358	5.23702	3.64061	5.17938	2.92654	7.65137
ADM2	0.623829	0.672693	0.997818	0.908458	0.79463	0.604859	0.881345	0.568721
ADM5	1.27534	1.03726	1.60083	1.17971	1.58882	1.52605	1.68359	0.864762
ADNP	54.5683	44.1088	43.4268	42.4835	44.6434	43.3213	40.5138	31.5107
ADNP2	8.82762	7.84491	7.83204	7.10554	7.78336	7.58078	6.32277	5.5834
ADO	16.6807	18.8548	14.0482	13.9756	15.112	14.3556	14.3271	13.0232
ADORA1	1.29502	1.87009	1.88591	1.80572	0.225671	0.22676	0.229026	0.151171
ADORA2A	0.78795	0.376972	0.563266	0.388037	0.602532	0.508315	0.496839	0.799368
ADORA2A-AS1	0	0	0	0	0	0	0	0
ADORA2B	3.06915	3.67666	2.97361	3.2026	2.49708	2.61411	3.26213	3.18089
ADORA3	1.24164	1.31096	0.681242	0.824423	1.03541	0.737738	1.05081	1.79312
ADPGK	37.6217	38.5056	45.5274	45.0103	36.3305	36.8307	36.547	40.7062
ADPGK-AS1	0.112048	0.0765802	0.0848959	0.108782	0.105571	0.0612909	0.107142	0.0191534
ADPRH	5.15142	5.25134	6.11265	5.45338	5.81342	5.8387	6.42865	6.14915
ADPRHL1	0.669738	0.839189	0.751594	1.02054	1.09981	0.699947	1.00948	1.06868
ADPRHL2	26.0834	33.9142	39.9776	43.9902	27.4382	34.7937	33.8919	37.3024
ADPRM	2.82451	2.8511	3.25947	3.33985	2.7636	2.05013	2.56233	3.45402
ADRA1A	0	0	0	0	0	0	0	0
ADRA1B	0.177898	0.208047	0.0629014	0.156721	0.0217279	0.0756865	0.0441021	0.0946083
ADRA1D	0	0	0	0	0.018057	0	0.0183256	0.0196561
ADRA2A	0.120871	0.189253	0.0932461	0.0497842	0.0483146	0.0210373	0.0858082	0.118335
ADRA2B	0.0659165	0.0630718	0.0559365	0.0746615	0.057966	0.0504795	0.0294141	0.0630995
ADRA2C	3.40264	4.91691	4.17406	4.77169	2.5953	3.6339	3.07289	2.32659
ADRB1	0.547375	0.305522	0.290313	0.189442	0.434555	0.422096	0.661529	0.345683
ADRB2	0.684347	0.485829	0.49175	0.425075	0.412527	0.295851	0.517172	0.422645
ADRB3	0.0165628	0	0.0175689	0	0.0182063	0.0158549	0	0
ADRBK1	32.0311	41.0993	40.397	45.9149	39.5492	51.1672	42.8605	39.9371
ADRBK2	6.03091	4.86748	5.08315	4.73904	4.56423	4.14416	4.18663	3.36659
ADRM1	249.768	369.463	300.266	338.628	231.719	341.416	283.147	344.831
ADSL	113.767	112.648	99.3653	107.474	79.4697	100.772	83.689	121.154
ADSS	21.138	18.5453	18.0973	18.0811	16.0132	18.5834	15.6392	15.2548
ADSSL1	0.309494	0.426554	0.472873	0.653445	0.605331	0.602457	0.672843	0.847207
ADTRP	0	0.0243043	0	0	0.0837798	0.0486372	0.0283364	0.152005
AEBP1	119.181	147.139	127.755	132.873	89.8368	118.635	93.1909	85.7272
AEBP2	5.42478	5.92385	5.12637	5.21666	5.64059	4.63359	4.60808	3.88419
AEN	50.3543	55.2405	40.674	41.8767	32.2411	53.8707	35.9231	38.0999
AES	117.282	181.001	171.21	192.424	107.054	166.632	135.979	166.449
AFAP1	3.4616	2.55513	2.43043	2.348	4.52384	3.45041	4.22335	3.14929
AFAP1-AS1	0.00610041	0	0	0	0	0	0	0
AFAP1L1	14.5108	17.2848	11.7483	13.7671	11.7753	14.5704	11.4725	11.753
AFAP1L2	5.01299	5.17575	11.4448	10.5779	6.11328	4.7811	6.23766	5.2091
AFF1	8.2576	5.06741	8.04197	7.04761	8.62685	5.65692	6.75151	4.07188
AFF2	0.0033234	0.0190812	0.00705088	0	0.00365319	0.00636302	0.00741539	0
AFF3	2.40283	1.7787	1.5687	1.32224	2.64117	1.80583	2.08162	1.56354
AFF4	18.6919	11.7868	16.5879	14.0012	20.6691	12.9728	16.6857	10.1632
AFG3L1P	10.2472	6.33148	7.74269	6.63377	8.77663	7.20402	8.17642	6.58919
AFG3L2	42.8453	48.7224	39.0205	39.0335	36.0943	44.9239	39.9885	42.7472
AFM	0.0226371	0	0	0	0	0	0	0
AFMID	20.287	22.1562	17.537	17.1067	15.9767	18.5889	17.5066	24.9628
AFP	0	0	0	0	0	0	0	0
AFTPH	6.10557	5.67518	6.37933	5.45739	7.70428	4.97183	7.13561	7.02504
AGA	5.47955	4.94815	5.3948	4.60171	5.62069	5.13442	5.57833	7.05728
AGAP1	7.96815	7.87944	7.06999	6.9513	7.88443	8.40878	7.6086	5.94729
AGAP11	0.615742	0.235667	0.246744	0.170483	0.376024	0.379852	0.290029	0.180103
AGAP2	0.155681	0.223404	0.27651	0.202193	0.293886	0.256648	0.379474	0.235453
AGAP3	98.7879	124.461	160.212	176.034	94.24	122.604	108.415	106.559
AGAP4	0.454468	0.313096	0.38566	0.350038	0.75934	0.539456	0.405597	0.47855
AGAP5	0.528382	0.27894	0.36721	0.371471	0.94132	0.401152	0.691084	0.50144
AGAP6	4.23477	2.19923	2.48814	2.28239	3.42635	2.75778	2.77483	2.44885
AGAP7	0	0	0	0	0	0	0	0
AGAP8	0.0747851	0.018479	0.079328	0.0211767	0.143861	0.107383	0.0625717	0.0671147
AGAP9	0	0	0	0	0	0	0	0
AGBL1	0.0122669	0.023475	0.0520482	0.041683	0	0	0.0136847	0
AGBL2	0.083317	0.0683326	0.0757527	0.0808889	0.143919	0.0227875	0.132781	0.0854532
AGBL3	0.109066	0.185528	0.16711	0.164714	0.106568	0.197209	0.148711	0.217511
AGBL4	0	0	0	0.016436	0.0159508	0	0	0.0173634
AGBL5	20.3906	25.8985	25.9365	25.215	22.8593	25.1964	26.2231	26.4952
AGER	2.17502	1.07132	1.35786	1.81227	2.69678	1.42551	2.11333	1.09421
AGFG1	12.0348	10.9845	11.0337	10.6398	12.0966	10.4981	11.5302	10.2777
AGFG2	6.03033	7.09135	6.07218	6.47399	6.12918	7.60478	6.75658	6.25367
AGGF1	10.3034	10.2886	10.3536	9.0522	12.766	9.82724	12.8306	11.6906
AGK	21.0421	22.3364	19.9891	20.7389	23.881	23.654	23.2423	24.1124
AGL	2.61878	1.4976	2.06407	1.54569	3.4889	2.21699	2.53539	1.78487
AGMAT	1.58779	1.47997	1.42289	1.99998	1.21873	1.59854	1.17578	1.68699
AGMO	0	0	0	0	0	0	0.0198829	0
AGO1	15.409	13.047	13.069	11.5083	18.0677	15.1735	16.9496	11.4833
AGO2	13.6048	9.21766	7.67368	7.38261	10.1991	9.11243	8.2479	5.09713
AGO3	3.28197	2.8263	3.12077	2.89425	5.37984	3.66907	4.22358	3.78688
AGO4	3.93988	3.07983	3.53865	3.2606	4.27928	2.83423	3.87856	2.88335
AGPAT1	140.134	190.988	175.113	182.583	149.748	183.606	171.42	167.746
AGPAT2	57.1123	79.0693	77.1782	80.7305	47.6985	79.2956	61.3636	68.8833
AGPAT3	21.9373	24.6007	32.0392	33.2363	25.1434	26.9137	26.8307	23.9011
AGPAT4	1.68579	1.27741	1.77153	1.81456	1.72071	1.21281	1.41924	1.15894
AGPAT4-IT1	0.419435	0.188863	0.104686	0.111784	0.29833	0.0708545	0.165146	0.354273
AGPAT5	9.50828	8.72127	6.27957	5.73642	6.6572	6.76121	5.99615	5.33542
AGPAT6	31.3946	36.272	39.7846	42.6313	32.1499	36.2438	33.7229	35.9349
AGPAT9	8.32197	7.88488	9.92558	7.87308	15.206	9.66953	15.6345	14.9393
AGPHD1	2.27875	2.22149	3.35274	3.67218	5.32651	4.32893	5.13161	9.19074
AGPS	19.7936	16.8006	16.2026	15.1904	16.678	14.0651	14.8291	12.9411
AGR2	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0
AGRN	58.2042	58.5271	64.8885	69.7739	63.6697	69.1029	61.6768	46.5116
AGRP	0	0	0	0	0	0	0	0
AGSK1	0.240323	0.295652	0.291339	0.311093	0.660429	0.607997	0.976655	0.759997
AGT	2.60409	3.48513	5.63287	4.91594	2.95604	3.12821	3.45571	3.72698
AGTPBP1	3.33537	1.98436	3.36564	2.51136	3.7819	3.23857	3.48633	3.6251
AGTR1	0.0199937	0.0187406	0	0.0679601	0.172285	0.0937689	0.0218496	0.0478593
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	41.1264	47.2499	76.1228	79.7728	42.6174	51.7419	51.2488	62.5894
AGXT	0	0.0279656	0	0	0	0.0279778	0	0
AGXT2	0	0	0	0	0	0	0	0
AGXT2L1	0.547654	0.526842	0.331485	0.474217	0.675078	0.615052	0.73073	0.684272
AGXT2L2	2.57994	2.70472	2.97462	2.38859	3.6744	3.28574	4.05441	3.43607
AHCTF1	14.6486	11.1566	10.4112	9.50816	11.2972	10.9425	10.0614	8.46467
AHCTF1P1	0.0930674	0.0534305	0.0542964	0.0896022	0.0818421	0.0623629	0.0986331	0.111362
AHCY	183.983	221.37	200.268	216.505	154.138	221.312	174.434	221.773
AHCYL1	54.5885	58.0655	54.0105	53.9604	48.3807	51.098	46.4422	42.0688
AHCYL2	10.4464	8.79786	11.7403	11.2508	11.1373	9.85026	11.0068	8.67412
AHDC1	9.50255	9.63665	7.83606	8.17194	9.33562	9.81827	8.67603	6.10202
AHI1	4.35038	2.83053	2.94021	2.43833	3.64914	3.39196	3.17546	2.73962
AHNAK	83.0152	35.7312	59.586	64.3931	70.3545	50.289	52.208	31.42
AHNAK2	0.305598	0.237318	0.178524	0.228252	0.684018	0.379451	0.560789	0.423968
AHR	7.26034	6.20837	6.41663	6.21853	12.4137	6.4659	9.32445	6.04387
AHRR	10.0695	8.92939	9.61998	9.28794	9.06958	9.77458	8.19235	7.05824
AHSA1	96.5415	124.409	101.138	106.215	94.2551	114.587	101.602	113.435
AHSA2	10.7591	5.3593	7.76001	7.21803	15.7847	6.6747	11.0782	5.74463
AHSG	0	0	0.0315783	0	0	0	0.0332108	0.035622
AHSP	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0
AIDA	11.7786	10.6081	12.7999	12.4758	12.5829	10.6266	12.5288	11.0234
AIF1	0	0	0	0	0	0	0	0
AIF1L	14.2275	16.489	22.4237	23.0651	9.53404	14.0436	9.93906	11.0501
AIFM1	51.1525	56.1426	50.8238	47.8581	43.2244	48.0914	47.4892	49.0253
AIFM2	8.65949	9.54268	9.21408	8.35296	10.5703	10.1818	11.303	12.553
AIFM3	0.289766	0.0924143	0.200751	0.309146	0.212343	0.108703	0.401159	0.300496
AIG1	0.899719	1.25822	0.880959	0.94069	1.02704	0.927517	0.926501	1.57347
AIM1	0.196888	0.109895	0.0928212	0.210619	0.186366	0.104707	0.103721	0.091619
AIM1L	0.00798368	0.0152783	0.0423433	0.0180857	0.0263277	0.0152849	0.00890645	0.0286593
AIM2	0.446297	0.152513	24.7186	17.1872	0.280333	0.183095	1.17358	0.801044
AIMP1	20.7851	18.233	18.7563	18.3332	15.2031	16.1789	14.7724	20.1367
AIMP2	70.4127	70.3503	63.1629	58.5687	49.1576	64.9285	52.5928	65.789
AIP	81.7016	114.576	118.905	126.561	75.0087	111.004	91.6782	119.689
AIPL1	0.015656	0	0	0	0	0	0	0
AIRE	0	0	0.0205117	0	0.0212559	0	0	0
AIRN	0	0	0	0	0	0	0	0
AJAP1	0	0	0.0230604	0	0	0	0	0
AJUBA	2.41077	2.62259	2.8331	3.3651	3.03604	3.34192	2.82333	2.17847
AK1	11.4167	15.3049	14.1946	14.6896	10.2384	13.3929	11.421	14.0137
AK2	106.356	111.141	119.012	129.75	74.3951	94.2315	75.3935	90.0748
AK3	11.7705	11.5006	11.9613	10.8743	12.1629	9.60833	11.2917	13.6253
AK4	4.74817	4.16165	6.13039	5.93559	3.82152	3.54084	3.01783	4.31179
AK5	3.32358	3.31626	1.67357	1.64056	1.3789	2.24069	1.19744	1.95509
AK7	0.0391123	0.0374243	0.0691469	0.147671	0.100318	0.124802	0.0727216	0.171603
AK8	0.0852945	0.0612101	0.0226189	0.0724577	0.117198	0.0612369	0.0713648	0.0510308
AKAP1	33.4306	34.8904	25.3108	25.9993	24.8613	31.364	23.9343	21.9985
AKAP10	4.5845	3.63318	4.73712	4.89948	5.26472	3.85161	4.72931	4.41439
AKAP11	5.96385	3.15971	3.97629	3.15516	6.32395	3.73872	4.79046	2.6903
AKAP12	16.9267	12.6584	13.6827	12.119	14.7706	12.7238	12.3071	10.1141
AKAP13	11.6312	7.96846	16.5555	15.0344	14.1932	10.136	12.9299	9.85965
AKAP14	0	0	0	0	0	0	0	0
AKAP17A	0	0	0	0	0	0	0	0
AKAP2	14.5617	13.3805	11.0365	10.7816	14.1883	12.5392	12.1095	10.4693
AKAP3	0.0860677	0.0411766	0.0608639	0.048743	0.141912	0.109852	0.208034	0.120151
AKAP4	0	0	0	0	0	0	0	0
AKAP5	0.108793	0.134715	0.176497	0.0724862	0.28842	0.226666	0.178482	0.107207
AKAP6	0.260236	0.192413	0.288592	0.263498	0.385747	0.290633	0.250726	0.217032
AKAP7	3.22055	3.00227	1.96243	2.44177	2.91216	2.26686	3.00501	3.32945
AKAP8	27.1964	27.4446	26.1571	25.44	22.6969	24.4033	22.5763	20.6879
AKAP8L	31.7649	36.4688	34.9557	34.031	40.1919	41.8914	42.6136	44.9962
AKAP9	6.97324	3.40716	3.34834	3.13037	5.89134	4.1976	5.32054	3.6816
AKD1	0.756603	0.526509	0.591039	0.652177	0.926191	0.954715	0.939968	0.849397
AKIP1	23.1925	23.5741	33.6668	36.164	27.8628	24.828	33.1729	38.5421
AKIRIN1	69.6037	59.7958	64.3372	63.0302	72.3108	61.4906	69.7261	70.5669
AKIRIN2	24.9808	31.1207	31.8328	34.7364	27.098	30.032	31.7743	29.779
AKNA	2.80473	3.22471	3.75897	3.4051	3.38459	3.19397	3.49738	2.7465
AKNAD1	0.0298407	0.0142751	0	0	0	0.0428494	0.0332897	0.0178518
AKR1A1	32.5995	36.4586	38.0676	41.9493	31.227	38.7849	32.1617	46.2245
AKR1B1	82.2313	80.2869	104.432	101.59	73.8026	96.4388	90.9723	109.616
AKR1B10	0	0.0280064	0.0310476	0	0	0	0.0326526	0
AKR1B15	0	0	0.0304034	0	0	0	0	0.0685933
AKR1C1	0	0	0	0	0	0	0	0
AKR1C2	0.0122179	0	0	0	0	0	0.0272648	0
AKR1C3	0	0.0458128	0	0	0	0.0393679	0	0.0572912
AKR1C4	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0
AKR1CL1	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0.0186499	0	0	0.040616
AKR1E2	0	0	0	0	0	0	0	0
AKR7A2	21.1214	24.425	26.1889	26.1053	25.3899	30.6889	28.8881	34.6934
AKR7A2P1	0	0	0.0387484	0	0	0	0	0
AKR7A3	0.59281	0.22689	0.293449	0.268582	0.434423	0.302653	0.484974	0.756633
AKR7L	0.254392	0.0734785	0.224871	0.0869805	0.302939	0.324695	0.257007	0.230017
AKT1	56.5529	71.8598	61.5114	70.4508	51.3507	72.9024	55.9634	55.6821
AKT1S1	90.1352	159.423	117.987	137.257	85.5459	123.885	101.94	105.186
AKT2	27.7089	34.1229	30.4762	32.6973	25.0894	29.8791	25.8881	25.1491
AKT3	12.5135	9.19307	10.7226	9.45934	14.1238	11.9413	12.4357	10.5174
AKTIP	1.79051	1.71603	2.33472	1.06184	3.04669	2.2045	3.20569	2.9751
ALAD	6.45147	6.65289	6.95839	7.44554	8.52191	7.25261	8.81499	8.87117
ALAS1	72.1742	79.653	81.069	78.9646	63.4174	72.8969	70.9785	74.3785
ALAS2	0	0	0	0	0	0	0	0
ALB	0	0	0	0	0	0	0	0
ALCAM	3.44087	2.78004	2.36544	1.61478	4.80968	2.64101	3.72418	3.09512
ALDH16A1	28.5539	33.5782	39.0656	45.7309	28.7004	36.3719	31.9474	29.0828
ALDH18A1	29.7058	31.3881	27.4149	23.5742	24.0929	28.7095	25.4599	26.1823
ALDH1A1	3.12374	2.27302	1.82539	1.92798	1.76826	1.70103	1.16855	2.14867
ALDH1A2	0.261103	0.257281	0.270958	0.365636	0.0443343	0.0772173	0.0749899	0.0804345
ALDH1A3	5.41865	5.11442	5.01958	4.88781	3.71935	4.36559	3.761	3.50597
ALDH1B1	28.706	35.1261	19.5674	23.3203	19.1155	30.5009	19.84	22.4103
ALDH1L1	0.0290348	0.013887	0.015395	0	0.0156641	0.013641	0.060394	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0
ALDH1L2	1.97238	1.61989	1.62728	1.40869	1.78266	1.68354	1.90697	1.48818
ALDH2	40.0687	49.7236	44.4134	43.5791	47.3188	49.9723	52.7096	56.0068
ALDH3A1	0	0.0247617	0.0549055	0	0	0	0.057744	0
ALDH3A2	6.28568	5.55613	6.5523	6.60414	8.69988	6.95935	9.32448	10.1991
ALDH3B1	0.644078	0.881572	0.874672	0.824153	1.10196	0.889163	1.4183	1.23801
ALDH3B2	0.0530178	0.152194	0.0562383	0.100088	0.0582788	0.0338362	0.118294	0.0845878
ALDH4A1	6.00451	6.75355	6.53084	7.31874	8.62619	8.555	9.30432	9.41786
ALDH5A1	2.4005	2.90782	2.70151	2.82219	3.70302	3.12024	3.08037	3.1947
ALDH6A1	0.307733	0.215931	0.152332	0.302084	0.541231	0.353497	0.434848	0.220936
ALDH7A1	11.2045	13.2852	15.4678	16.3431	12.307	13.5965	12.7273	14.8934
ALDH8A1	0.0553771	0	0.05878	0.0836484	0.0609126	0.0353237	0.082426	0.0441547
ALDH9A1	26.5636	25.8557	23.7459	23.0799	24.7237	25.8164	23.9313	29.3599
ALDOA	1448.12	1962.69	1815.65	1830.97	1401.14	1805.22	1655.63	2007.13
ALDOB	0	0	0.0193269	0.0206373	0	0	0.020326	0
ALDOC	8.24467	9.96204	10.5961	11.2826	8.69163	8.75426	9.10343	12.9631
ALG1	14.7738	16.525	14.7885	17.3703	12.7709	16.5839	14.1906	16.7598
ALG10	2.32097	1.55985	1.46545	1.78388	2.79426	1.61343	2.34263	1.7027
ALG10B	1.29779	0.821367	0.69047	0.49306	1.69937	0.638688	0.9894	0.856777
ALG11	8.22479	4.51298	6.91124	6.13642	7.7522	5.85241	6.80798	5.2048
ALG12	16.7471	19.758	21.349	20.9779	17.9164	21.5181	21.932	21.6701
ALG13	10.0358	9.78887	8.73412	7.89805	8.73997	7.2809	8.03185	9.1693
ALG14	8.8363	7.1151	7.68284	8.36783	4.83003	6.33243	5.11734	6.58666
ALG1L	0.0577532	0	0.145862	0	0.190454	0.26327	0.153402	0.493633
ALG1L2	0.0540153	0	0	0	0	0	0.0602585	0
ALG1L9P	0.0985446	0.185263	0.0545038	0	0.0323632	0.0973473	0.131378	0.0614832
ALG2	12.4543	11.3449	12.9692	12.493	12.4578	10.5689	12.0636	13.1389
ALG3	63.7734	84.3072	72.0313	74.8836	60.897	76.8738	73.6496	78.44
ALG5	23.3533	19.1335	19.5298	19.3138	17.7812	17.43	14.3731	25.2405
ALG6	9.63369	8.69363	9.02938	6.89923	10.2255	6.77009	9.55304	11.253
ALG8	37.1441	31.7703	37.1565	35.1772	27.0615	30.9745	29.4885	33.3996
ALG9	5.10817	4.19016	4.4183	3.73393	5.51899	4.79939	5.48102	4.92452
ALK	0.152603	0.234897	0.246328	0.308121	0.167746	0.228649	0.162839	0.206419
ALKBH1	4.84252	5.75534	5.42506	5.1193	4.18373	4.27773	4.64402	5.00153
ALKBH2	26.1985	32.3193	25.7221	28.5765	16.877	23.5951	17.7319	21.836
ALKBH3	35.2929	37.6553	37.1517	33.1097	33.6093	35.0994	34.6422	47.59
ALKBH4	11.4659	15.4445	14.2044	15.6707	10.7898	15.836	12.7439	14.0995
ALKBH5	32.5159	39.6859	36.6518	40.3683	34.6024	41.8805	37.0827	36.8294
ALKBH6	12.3864	18.3513	17.481	24.623	15.8673	17.3389	18.5555	18.6201
ALKBH7	37.6771	49.4226	50.862	59.532	39.0218	51.2163	48.5108	64.9759
ALKBH8	5.5191	5.18108	4.42674	3.92331	4.2433	3.83508	4.37625	3.79514
ALLC	0.0329264	0	0	0	0	0	0	0
ALMS1	3.43329	2.19209	2.44017	2.4555	3.20858	2.79418	2.43255	1.7558
ALMS1P	1.11551	0.702213	1.43238	1.49624	0.968051	0.758721	0.720464	0.772773
ALOX12	0	0	0	0.0212959	0	0	0	0
ALOX12B	0	0.067405	0.0186811	0	0.0387178	0.202304	0.0982343	0.0421466
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0.0200237	0	0.0638907	0.0394466	0.0211536
ALOX15P1	0	0	0	0	0	0	0	0
ALOX5	0	0	0	0	0	0	0	0
ALOX5AP	0.0590287	0	0.250461	0.133721	0.129774	0.16952	0.131704	0.353167
ALOXE3	0.0133256	0	0	0.0301897	0.0292985	0.0255145	0.0594715	0.0318931
ALPI	0	0	0	0	0	0	0	0
ALPK1	0.573418	0.710732	3.49566	3.27157	1.2262	0.992175	1.19856	1.1002
ALPK2	0.0283198	0	0.150201	0.0577385	0.018678	0.0271095	0	0.0338869
ALPK3	0.172384	0.0753007	0.115278	0.101871	0.230683	0.172191	0.146322	0.13004
ALPL	0.473549	0.792944	0.558922	0.632152	0.295019	0.50189	0.453008	0.458544
ALPP	0.0303521	0.0435633	0	0.0171894	0.033364	0.0145275	0	0.0181594
ALPPL2	0	0	0.018747	0	0	0	0.0197162	0
ALS2	6.54026	4.62433	5.1083	4.40985	8.07293	5.19697	7.0775	6.52304
ALS2CL	0.464142	0.321144	0.301228	0.511663	0.794264	0.712153	0.640611	0.390719
ALS2CR11	0.33876	0.416654	0.202728	0.408164	0.592095	0.271727	0.236146	0.727161
ALS2CR12	0.163352	0.0446577	0.173268	0.132153	0.15391	0.134026	0.104133	0.0558396
ALS2CR8	0.360902	0.320501	0.29481	0.312059	0.381613	0.255977	0.307352	0.17453
ALX1	19.2472	18.2007	20.4562	22.9928	15.2067	16.9132	15.6845	17.5879
ALX3	0.0640625	0	0.033977	0	0	0	0.107201	0
ALX4	0.940566	1.23655	1.12748	1.16062	1.13477	1.12729	1.0834	1.00651
ALYREF	67.8074	96.1315	73.3434	77.2206	47.0407	78.0059	58.3266	69.1207
AMACR	4.19591	4.33276	4.09147	4.2494	5.29279	4.19063	5.79119	5.27523
AMBN	0	0	0.0239445	0.025568	0	0	0	0
AMBP	0	0	0.0352452	0.0376349	0	0	0	0
AMBRA1	15.891	17.5735	16.6361	15.97	17.2641	17.938	17.1176	15.1934
AMD1	35.7901	33.59	30.8921	28.9124	24.2258	25.2515	20.6467	24.6152
AMDHD1	0.0629654	0.060248	0.0222634	0.0475459	0.0692135	0.0602744	0.187315	0.100457
AMDHD2	41.0304	48.9669	46.1467	60.4283	34.041	54.1884	34.6304	29.8971
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0.0766312	0	0	0
AMER1	3.61797	2.54738	2.46195	2.46319	1.95097	2.3758	2.03983	1.11439
AMER2	0.0153967	0	0	0.0174393	0	0.0442179	0	0
AMER3	0	0	0	0	0	0	0	0
AMFR	16.5932	18.5024	18.8737	18.4313	17.7697	19.4656	20.8299	18.2775
AMH	0	0	0.0237305	0.0253395	0.0983662	0	0.0249573	0.0267694
AMHR2	0.0734758	0.117323	0.20784	0.155374	0.107834	0.056783	0.0910177	0.248429
AMICA1	0.0407182	0	0	0.0262314	0.0763746	0	0.0258358	0
AMIGO1	3.14242	3.53641	3.44694	3.47842	4.71033	4.49508	4.26252	2.9483
AMIGO2	0.681109	0.8531	0.809804	0.881413	0.823098	0.663813	0.670435	0.389482
AMIGO3	2.598	3.19812	3.62281	3.67006	3.35316	4.05179	3.81009	3.23096
AMMECR1	7.45216	5.31425	4.70101	4.43282	5.06561	4.00722	4.17928	3.84183
AMMECR1L	17.8326	15.608	15.1082	13.7582	17.0665	14.9916	16.0236	13.8984
AMN	0.180769	0.144139	0.351541	0.238876	0.331178	0.317245	0.436935	0.252355
AMN1	1.57784	1.40484	1.71921	1.68709	1.63729	0.754485	1.33081	2.11328
AMOT	4.54572	3.30804	2.96845	2.53311	5.08824	3.52592	4.53428	3.18929
AMOTL1	18.6238	15.172	13.7966	13.5423	18.499	16.7655	17.1133	12.8091
AMOTL2	5.66784	5.26207	7.504	6.44839	4.43432	3.68425	4.67879	2.90226
AMPD1	0	0	0	0	0	0	0	0
AMPD2	37.3387	41.5664	37.1812	37.1514	42.5025	44.3782	43.3605	37.1648
AMPD3	0.10824	0.0753199	0.101531	0.0766517	0.140321	0.0916255	0.0878154	0.127258
AMPH	0.860468	1.03541	1.23082	1.53577	0.573245	0.449285	0.581771	0.343203
AMT	0.480388	0.362263	0.486402	0.393388	0.732103	0.554301	1.10786	0.507924
AMTN	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0
AMY2B	0.0410521	0.0392804	0.0653187	0.0929966	0.0676886	0	0.0457969	0.073683
AMZ1	0.0956607	0.0640726	0.0304415	0.0866814	0.199791	0.0549434	0.128061	0.148805
AMZ2	48.645	60.4366	53.9432	60.7285	54.0203	59.0408	55.2668	65.4086
AMZ2P1	1.44554	1.52624	1.73162	1.52439	1.75336	1.39569	2.00187	1.74461
ANAPC1	10.8622	8.25452	7.4418	7.51733	7.8936	9.42254	7.31466	5.771
ANAPC10	3.60178	4.31184	3.27798	3.90533	3.52559	3.27476	4.01752	4.57282
ANAPC11	74.1885	73.7458	93.9323	101.163	77.8249	92.5591	88.5921	134.779
ANAPC13	44.4164	46.6651	52.2231	45.0218	45.2861	34.9498	48.8356	58.9561
ANAPC15	27.0477	35.7759	31.4819	33.6165	20.8526	28.0006	23.9617	36.9046
ANAPC16	8.07191	7.81116	9.19004	7.91717	10.3836	7.97589	10.4822	13.4677
ANAPC1P1	0.0259513	0	0.0275277	0	0	0	0	0
ANAPC2	10.7575	13.0991	12.717	14.6436	14.0154	15.6017	16.6458	14.268
